task_id,baseline_success,verify_success,repair_success,baseline_reward,verify_reward,repair_reward,baseline_steps,verify_steps,repair_steps,baseline_actions,verify_actions,repair_actions,baseline_vs_verify_first_diff_step,baseline_vs_verify_first_diff_prompt_sha_equal,baseline_vs_repair_first_diff_step,result_change_baseline_to_repair,reward_delta_baseline_to_repair,first_rule_risk_step,first_llm_verified_error_step,first_repair_hint_step,pre_repair_attempt_count,post_hint_created_count,repair_hint_applied_count,repair_hint_followed_count,repair_hint_ignored_count,notes
69,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,5,5,search[mens boots lace closure rubber outsole rubber sole color:boulder size:7.5 price:160.00] | click[next >] | click[next >] | click[b07l6dv555] | click[buy now],search[mens boots lace closure rubber outsole rubber sole color:boulder size:7.5 price:160.00] | click[next >] | click[next >] | click[b07l6dv555] | click[buy now],search[mens boots lace closure rubber outsole rubber sole color:boulder size:7.5 price:160.00] | click[next >] | click[next >] | click[b07l6dv555] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
70,True,True,True,0.06666666666666667,0.06666666666666667,0.06666666666666667,3,3,3,search[fragrance free women's fragrance for sensitive skin under 50 dollars] | click[b08wg7vlqf] | click[buy now],search[fragrance free women's fragrance for sensitive skin under 50 dollars] | click[b08wg7vlqf] | click[buy now],search[fragrance free women's fragrance for sensitive skin under 50 dollars] | click[b08wg7vlqf] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
71,True,True,True,1.0,1.0,1.0,3,3,3,search[tempered glass screen protector under 30 dollars] | click[b083zk4nrs] | click[buy now],search[tempered glass screen protector under 30 dollars] | click[b083zk4nrs] | click[buy now],search[tempered glass screen protector under 30 dollars] | click[b083zk4nrs] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
72,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[next >] | click[b079ph6955] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[b09qgk5xhz] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[xx-large] | click[description],search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[next >] | click[b079ph6955] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[b09qgk5xhz] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[xx-large] | click[description],search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[next >] | click[b079ph6955] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[b09qgk5xhz] | click[back to search] | search[machine wash men's long sleeve t-shirt color:country size:xx-large price:70.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[xx-large] | click[description],,,,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
73,True,True,True,0.016666666666666666,0.016666666666666666,0.016666666666666666,9,9,9,search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[b097ttl54k] | click[description] | click[back to search] | search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[next >] | click[b07bkrv1qh] | click[16x20 inch] | click[buy now],search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[b097ttl54k] | click[description] | click[back to search] | search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[next >] | click[b07bkrv1qh] | click[16x20 inch] | click[buy now],search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[b097ttl54k] | click[description] | click[back to search] | search[ready hang wall art solid wood living room color fashion black woman size 16x20 inch price lower than 50.00 dollars] | click[next >] | click[b07bkrv1qh] | click[16x20 inch] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
74,True,True,True,0.6,0.6,0.6,3,3,3,"search[machine washable window coverings living room color sea mist size 52""w x 108""l price less than 40.00 dollars] | click[b09byx42dw] | click[buy now]","search[machine washable window coverings living room color sea mist size 52""w x 108""l price less than 40.00 dollars] | click[b09byx42dw] | click[buy now]","search[machine washable window coverings living room color sea mist size 52""w x 108""l price less than 40.00 dollars] | click[b09byx42dw] | click[buy now]",,,,success_to_success,0.0,,,,0,0,0,0,0,
75,True,True,True,1.0,1.0,1.0,5,5,5,search[machine wash men's dress shirts cotton spandex classic fit short sleeve nautica red small under 60] | click[b07hrfsnl4] | click[nautica red] | click[small] | click[Buy Now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve nautica red small under 60] | click[b07hrfsnl4] | click[nautica red] | click[small] | click[Buy Now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve nautica red small under 60] | click[b07hrfsnl4] | click[nautica red] | click[small] | click[Buy Now],,,,success_to_success,0.0,,,,0,0,0,0,0,
76,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[b09p7h5yk7] | click[value] | click[value] | click[value] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[b09p7h5yk7] | click[value] | click[value] | click[value] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[b09p7h5yk7] | click[value] | click[value] | click[value] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color baby blue fit type youth size 4t price lower than 50.00 dollars] | click[next >] | click[b09r9ycm6r],,,12,fail_to_fail,0.0,3,3,3,0,2,2,2,0,risk detected but hint ineffective; step budget exhausted
77,True,True,True,0.09090909090909091,0.09090909090909091,0.09090909090909091,5,5,5,search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color silver fit type men size 3t price lower than 60.00 dollars] | click[next >] | click[next >] | click[b09q67h373] | click[buy now],search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color silver fit type men size 3t price lower than 60.00 dollars] | click[next >] | click[next >] | click[b09q67h373] | click[buy now],search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color silver fit type men size 3t price lower than 60.00 dollars] | click[next >] | click[next >] | click[b09q67h373] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
78,True,True,True,0.8333333333333334,0.8333333333333334,0.8333333333333334,8,8,12,search[men's shorts drawstring closure elastic waist gym workout #2 army green size 30 price less than 50.00 dollars] | click[b07wmmyb6g] | click[30] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[buy now],search[men's shorts drawstring closure elastic waist gym workout #2 army green size 30 price less than 50.00 dollars] | click[b07wmmyb6g] | click[30] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[buy now],search[men's shorts drawstring closure elastic waist gym workout #2 army green size 30 price less than 50.00 dollars] | click[b07wmmyb6g] | click[30] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[b07wmmyb6g] | click[back to search] | search[men's shorts drawstring closure elastic waist gym workout #2 army green size 30 under 50 dollars] | click[b07wmmyb6g] | click[30] | click[b07wmmyb6g] | click[buy now],,,6,success_to_success,0.0,5,5,10,1,1,1,1,0,
79,True,True,True,1.0,1.0,1.0,8,8,7,search[non slip men's outdoor shoes rubber sole comfortable fit unique design size 8 price lower than 130.00 dollars] | click[b09hh6p68w] | click[8] | click[b09hh6p68w] | click[b09hh6p68w] | click[b09hh6p68w] | click[b09hh6p68w] | click[buy now],search[non slip men's outdoor shoes rubber sole comfortable fit unique design size 8 price lower than 130.00 dollars] | click[b09hh6p68w] | click[8] | click[b09hh6p68w] | click[b09hh6p68w] | click[b09hh6p68w] | click[b09hh6p68w] | click[buy now],search[non slip men's outdoor shoes rubber sole comfortable fit unique design size 8 price lower than 130.00 dollars] | click[b09hh6p68w] | click[8] | click[b09hh6p68w] | click[b09hh6p68w] | click[b09hh6p68w] | click[buy now],,,6,success_to_success,0.0,5,5,5,0,1,1,1,0,
80,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[b09kxchwgd] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[b09kxchwgd] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color heather grey fit type women size medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit heather grey women fit type medium price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[medium] | click[description] | click[back to search],,,4,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
